"lon","lat","CLASS","geometry","name"
-15.125,14.625,"Des_Line","POINT (-15.125 14.625)","Senegal"
-14.875,14.625,"Des_Line","POINT (-14.875 14.625)","Senegal"
-14.625,14.625,"Des_Line","POINT (-14.625 14.625)","Senegal"
-14.375,14.625,"Des_Line","POINT (-14.375 14.625)","Senegal"
-14.125,14.625,"Des_Line","POINT (-14.125 14.625)","Senegal"
-13.875,14.625,"Des_Line","POINT (-13.875 14.625)","Senegal"
-13.625,14.625,"Des_Line","POINT (-13.625 14.625)","Senegal"
-13.375,14.625,"Des_Line","POINT (-13.375 14.625)","Senegal"
36.125,14.625,"Des_Line","POINT (36.125 14.625)","Sudan"
36.375,14.625,"Des_Line","POINT (36.375 14.625)","Sudan"
-15.875,14.375,"Des_Line","POINT (-15.875 14.375)","Senegal"
-15.625,14.375,"Des_Line","POINT (-15.625 14.375)","Senegal"
-15.375,14.375,"Des_Line","POINT (-15.375 14.375)","Senegal"
-13.125,14.375,"Des_Line","POINT (-13.125 14.375)","Senegal"
-12.875,14.375,"Des_Line","POINT (-12.875 14.375)","Senegal"
-12.625,14.375,"Des_Line","POINT (-12.625 14.375)","Senegal"
-12.375,14.375,"Des_Line","POINT (-12.375 14.375)","Senegal"
-12.125,14.375,"Des_Line","POINT (-12.125 14.375)","Mali"
-11.875,14.375,"Des_Line","POINT (-11.875 14.375)","Mali"
-10.375,14.375,"Des_Line","POINT (-10.375 14.375)","Mali"
-10.125,14.375,"Des_Line","POINT (-10.125 14.375)","Mali"
-9.875,14.375,"Des_Line","POINT (-9.875 14.375)","Mali"
-9.625,14.375,"Des_Line","POINT (-9.625 14.375)","Mali"
-9.375,14.375,"Des_Line","POINT (-9.375 14.375)","Mali"
-9.125,14.375,"Des_Line","POINT (-9.125 14.375)","Mali"
35.375,14.375,"Des_Line","POINT (35.375 14.375)","Sudan"
35.625,14.375,"Des_Line","POINT (35.625 14.375)","Sudan"
35.875,14.375,"Des_Line","POINT (35.875 14.375)","Sudan"
39.625,14.375,"Des_Line","POINT (39.625 14.375)","Ethiopia"
-11.625,14.125,"Des_Line","POINT (-11.625 14.125)","Mali"
-11.375,14.125,"Des_Line","POINT (-11.375 14.125)","Mali"
-11.125,14.125,"Des_Line","POINT (-11.125 14.125)","Mali"
-10.875,14.125,"Des_Line","POINT (-10.875 14.125)","Mali"
-10.625,14.125,"Des_Line","POINT (-10.625 14.125)","Mali"
-8.875,14.125,"Des_Line","POINT (-8.875 14.125)","Mali"
-8.625,14.125,"Des_Line","POINT (-8.625 14.125)","Mali"
-8.375,14.125,"Des_Line","POINT (-8.375 14.125)","Mali"
-8.125,14.125,"Des_Line","POINT (-8.125 14.125)","Mali"
-7.875,14.125,"Des_Line","POINT (-7.875 14.125)","Mali"
-5.125,14.125,"Des_Line","POINT (-5.125 14.125)","Mali"
-4.875,14.125,"Des_Line","POINT (-4.875 14.125)","Mali"
-4.625,14.125,"Des_Line","POINT (-4.625 14.125)","Mali"
-4.375,14.125,"Des_Line","POINT (-4.375 14.125)","Mali"
-4.125,14.125,"Des_Line","POINT (-4.125 14.125)","Mali"
-3.875,14.125,"Des_Line","POINT (-3.875 14.125)","Mali"
-3.625,14.125,"Des_Line","POINT (-3.625 14.125)","Mali"
35.125,14.125,"Des_Line","POINT (35.125 14.125)","Sudan"
35.375,14.125,"Des_Line","POINT (35.375 14.125)","Sudan"
39.625,14.125,"Des_Line","POINT (39.625 14.125)","Ethiopia"
-7.625,13.875,"Des_Line","POINT (-7.625 13.875)","Mali"
-7.375,13.875,"Des_Line","POINT (-7.375 13.875)","Mali"
-7.125,13.875,"Des_Line","POINT (-7.125 13.875)","Mali"
-6.875,13.875,"Des_Line","POINT (-6.875 13.875)","Mali"
-6.625,13.875,"Des_Line","POINT (-6.625 13.875)","Mali"
-6.375,13.875,"Des_Line","POINT (-6.375 13.875)","Mali"
-6.125,13.875,"Des_Line","POINT (-6.125 13.875)","Mali"
-5.875,13.875,"Des_Line","POINT (-5.875 13.875)","Mali"
-5.625,13.875,"Des_Line","POINT (-5.625 13.875)","Mali"
-5.375,13.875,"Des_Line","POINT (-5.375 13.875)","Mali"
-3.625,13.875,"Des_Line","POINT (-3.625 13.875)","Mali"
-3.375,13.875,"Des_Line","POINT (-3.375 13.875)","Mali"
-3.125,13.875,"Des_Line","POINT (-3.125 13.875)","Mali"
-2.875,13.875,"Des_Line","POINT (-2.875 13.875)","Mali"
-2.625,13.875,"Des_Line","POINT (-2.625 13.875)","Burkina Faso"
-2.375,13.875,"Des_Line","POINT (-2.375 13.875)","Burkina Faso"
6.875,13.875,"Des_Line","POINT (6.875 13.875)","Niger"
7.125,13.875,"Des_Line","POINT (7.125 13.875)","Niger"
7.375,13.875,"Des_Line","POINT (7.375 13.875)","Niger"
7.625,13.875,"Des_Line","POINT (7.625 13.875)","Niger"
35.125,13.875,"Des_Line","POINT (35.125 13.875)","Sudan"
39.625,13.875,"Des_Line","POINT (39.625 13.875)","Ethiopia"
-2.125,13.625,"Des_Line","POINT (-2.125 13.625)","Burkina Faso"
-1.875,13.625,"Des_Line","POINT (-1.875 13.625)","Burkina Faso"
-1.625,13.625,"Des_Line","POINT (-1.625 13.625)","Burkina Faso"
-1.375,13.625,"Des_Line","POINT (-1.375 13.625)","Burkina Faso"
-1.125,13.625,"Des_Line","POINT (-1.125 13.625)","Burkina Faso"
-0.875,13.625,"Des_Line","POINT (-0.875 13.625)","Burkina Faso"
-0.625,13.625,"Des_Line","POINT (-0.625 13.625)","Burkina Faso"
-0.375,13.625,"Des_Line","POINT (-0.375 13.625)","Burkina Faso"
