lon,lat,CLASS,geometry,index_right,pop_est,continent,name,iso_a3,gdp_md_est
-11.375,15.875,Des_Line,POINT (-11.375 15.875),53,4525696.0,Africa,Mauritania,MRT,7600
-11.125,15.875,Des_Line,POINT (-11.125 15.875),53,4525696.0,Africa,Mauritania,MRT,7600
-12.625,15.625,Des_Line,POINT (-12.625 15.625),53,4525696.0,Africa,Mauritania,MRT,7600
-12.375,15.625,Des_Line,POINT (-12.375 15.625),53,4525696.0,Africa,Mauritania,MRT,7600
-12.125,15.625,Des_Line,POINT (-12.125 15.625),53,4525696.0,Africa,Mauritania,MRT,7600
-11.875,15.625,Des_Line,POINT (-11.875 15.625),53,4525696.0,Africa,Mauritania,MRT,7600
-11.625,15.625,Des_Line,POINT (-11.625 15.625),53,4525696.0,Africa,Mauritania,MRT,7600
-10.875,15.625,Des_Line,POINT (-10.875 15.625),53,4525696.0,Africa,Mauritania,MRT,7600
-10.625,15.625,Des_Line,POINT (-10.625 15.625),53,4525696.0,Africa,Mauritania,MRT,7600
-10.375,15.625,Des_Line,POINT (-10.375 15.625),53,4525696.0,Africa,Mauritania,MRT,7600
-10.125,15.625,Des_Line,POINT (-10.125 15.625),53,4525696.0,Africa,Mauritania,MRT,7600
-9.875,15.625,Des_Line,POINT (-9.875 15.625),53,4525696.0,Africa,Mauritania,MRT,7600
-9.625,15.625,Des_Line,POINT (-9.625 15.625),53,4525696.0,Africa,Mauritania,MRT,7600
-9.375,15.625,Des_Line,POINT (-9.375 15.625),53,4525696.0,Africa,Mauritania,MRT,7600
-9.125,15.625,Des_Line,POINT (-9.125 15.625),53,4525696.0,Africa,Mauritania,MRT,7600
-13.375,15.375,Des_Line,POINT (-13.375 15.375),51,16296364.0,Africa,Senegal,SEN,23578
-13.125,15.375,Des_Line,POINT (-13.125 15.375),51,16296364.0,Africa,Senegal,SEN,23578
-12.875,15.375,Des_Line,POINT (-12.875 15.375),53,4525696.0,Africa,Mauritania,MRT,7600
-8.875,15.375,Des_Line,POINT (-8.875 15.375),52,19658031.0,Africa,Mali,MLI,17279
-8.625,15.375,Des_Line,POINT (-8.625 15.375),52,19658031.0,Africa,Mali,MLI,17279
-8.375,15.375,Des_Line,POINT (-8.375 15.375),52,19658031.0,Africa,Mali,MLI,17279
-15.625,15.125,Des_Line,POINT (-15.625 15.125),51,16296364.0,Africa,Senegal,SEN,23578
-13.875,15.125,Des_Line,POINT (-13.875 15.125),51,16296364.0,Africa,Senegal,SEN,23578
-13.625,15.125,Des_Line,POINT (-13.625 15.125),51,16296364.0,Africa,Senegal,SEN,23578
-8.125,15.125,Des_Line,POINT (-8.125 15.125),52,19658031.0,Africa,Mali,MLI,17279
-7.875,15.125,Des_Line,POINT (-7.875 15.125),52,19658031.0,Africa,Mali,MLI,17279
-15.375,14.875,Des_Line,POINT (-15.375 14.875),51,16296364.0,Africa,Senegal,SEN,23578
-15.125,14.875,Des_Line,POINT (-15.125 14.875),51,16296364.0,Africa,Senegal,SEN,23578
-14.875,14.875,Des_Line,POINT (-14.875 14.875),51,16296364.0,Africa,Senegal,SEN,23578
-14.625,14.875,Des_Line,POINT (-14.625 14.875),51,16296364.0,Africa,Senegal,SEN,23578
-14.375,14.875,Des_Line,POINT (-14.375 14.875),51,16296364.0,Africa,Senegal,SEN,23578
-14.125,14.875,Des_Line,POINT (-14.125 14.875),51,16296364.0,Africa,Senegal,SEN,23578
-7.875,14.875,Des_Line,POINT (-7.875 14.875),52,19658031.0,Africa,Mali,MLI,17279
-7.625,14.875,Des_Line,POINT (-7.625 14.875),52,19658031.0,Africa,Mali,MLI,17279
-7.375,14.875,Des_Line,POINT (-7.375 14.875),52,19658031.0,Africa,Mali,MLI,17279
-7.125,14.625,Des_Line,POINT (-7.125 14.625),52,19658031.0,Africa,Mali,MLI,17279
-6.875,14.625,Des_Line,POINT (-6.875 14.625),52,19658031.0,Africa,Mali,MLI,17279
-6.625,14.625,Des_Line,POINT (-6.625 14.625),52,19658031.0,Africa,Mali,MLI,17279
-3.875,14.625,Des_Line,POINT (-3.875 14.625),52,19658031.0,Africa,Mali,MLI,17279
-3.625,14.625,Des_Line,POINT (-3.625 14.625),52,19658031.0,Africa,Mali,MLI,17279
-3.375,14.625,Des_Line,POINT (-3.375 14.625),52,19658031.0,Africa,Mali,MLI,17279
-3.125,14.625,Des_Line,POINT (-3.125 14.625),52,19658031.0,Africa,Mali,MLI,17279
38.875,14.625,Des_Line,POINT (38.875 14.625),165,112078730.0,Africa,Ethiopia,ETH,95912
39.125,14.625,Des_Line,POINT (39.125 14.625),165,112078730.0,Africa,Ethiopia,ETH,95912
-6.375,14.375,Des_Line,POINT (-6.375 14.375),52,19658031.0,Africa,Mali,MLI,17279
-6.125,14.375,Des_Line,POINT (-6.125 14.375),52,19658031.0,Africa,Mali,MLI,17279
-5.875,14.375,Des_Line,POINT (-5.875 14.375),52,19658031.0,Africa,Mali,MLI,17279
-5.625,14.375,Des_Line,POINT (-5.625 14.375),52,19658031.0,Africa,Mali,MLI,17279
-5.375,14.375,Des_Line,POINT (-5.375 14.375),52,19658031.0,Africa,Mali,MLI,17279
-5.125,14.375,Des_Line,POINT (-5.125 14.375),52,19658031.0,Africa,Mali,MLI,17279
-4.875,14.375,Des_Line,POINT (-4.875 14.375),52,19658031.0,Africa,Mali,MLI,17279
-4.625,14.375,Des_Line,POINT (-4.625 14.375),52,19658031.0,Africa,Mali,MLI,17279
-4.375,14.375,Des_Line,POINT (-4.375 14.375),52,19658031.0,Africa,Mali,MLI,17279
-4.125,14.375,Des_Line,POINT (-4.125 14.375),52,19658031.0,Africa,Mali,MLI,17279
-2.875,14.375,Des_Line,POINT (-2.875 14.375),52,19658031.0,Africa,Mali,MLI,17279
